Name,Carnegie Classification,State,Latest Year,Total Enrollment (FTE),Total Building Square Footage (GSF),Carbon Neutral,Fiscal Year,Source,Value,Unit
Agnes Scott College,Baccalaureate Colleges,GA,2024,1047.0,1022795.0,0.0,2016,Total Purchased Electricity Consumption,11819828.0,kWh
Agnes Scott College,Baccalaureate Colleges,GA,2024,1047.0,1022795.0,0.0,2016,Purchased Thermal Energy,27667.0,MMBtu
Agnes Scott College,Baccalaureate Colleges,GA,2024,1047.0,1022795.0,0.0,2016,Solar Retained,305544.0,kWh
Agnes Scott College,Baccalaureate Colleges,GA,2024,1047.0,1022795.0,0.0,2017,Total Purchased Electricity Consumption,10824119.0,kWh
Agnes Scott College,Baccalaureate Colleges,GA,2024,1047.0,1022795.0,0.0,2017,Purchased Thermal Energy,25585.0,MMBtu
Agnes Scott College,Baccalaureate Colleges,GA,2024,1047.0,1022795.0,0.0,2017,Solar Retained,291569.0,kWh
Agnes Scott College,Baccalaureate Colleges,GA,2024,1047.0,1022795.0,0.0,2018,Total Purchased Electricity Consumption,10500489.0,kWh
Agnes Scott College,Baccalaureate Colleges,GA,2024,1047.0,1022795.0,0.0,2018,Purchased Thermal Energy,26419.0,MMBtu
Agnes Scott College,Baccalaureate Colleges,GA,2024,1047.0,1022795.0,0.0,2018,Solar Retained,274205.0,kWh
Agnes Scott College,Baccalaureate Colleges,GA,2024,1047.0,1022795.0,0.0,2019,Total Purchased Electricity Consumption,10844867.0,kWh
Agnes Scott College,Baccalaureate Colleges,GA,2024,1047.0,1022795.0,0.0,2019,Power purchase agreement Purchased,4528.0,kWh
Agnes Scott College,Baccalaureate Colleges,GA,2024,1047.0,1022795.0,0.0,2019,Power purchase agreement Verification,1.0,
Agnes Scott College,Baccalaureate Colleges,GA,2024,1047.0,1022795.0,0.0,2020,Total Purchased Electricity Consumption,10095808.0,kWh
Agnes Scott College,Baccalaureate Colleges,GA,2024,1047.0,1022795.0,0.0,2020,Power purchase agreement Purchased,4813.0,kWh
Agnes Scott College,Baccalaureate Colleges,GA,2024,1047.0,1022795.0,0.0,2020,Power purchase agreement Verification,1.0,
Agnes Scott College,Baccalaureate Colleges,GA,2024,1047.0,1022795.0,0.0,2023,Total Purchased Electricity Consumption,10567414.0,kWh
Agnes Scott College,Baccalaureate Colleges,GA,2024,1047.0,1022795.0,0.0,2023,Power purchase agreement Purchased,3270.0,kWh
Agnes Scott College,Baccalaureate Colleges,GA,2024,1047.0,1022795.0,0.0,2023,Power purchase agreement Verification,1.0,
Agnes Scott College,Baccalaureate Colleges,GA,2024,1047.0,1022795.0,0.0,2024,Total Purchased Electricity Consumption,10553890.0,kWh
Alamo Colleges District: Palo Alto College,Baccalaureate Colleges,TX,2023,6334.0,683037.0,0.0,2009,Total Purchased Electricity Consumption,11703051.0,kWh
Alamo Colleges District: Palo Alto College,Baccalaureate Colleges,TX,2023,6334.0,683037.0,0.0,2010,Total Purchased Electricity Consumption,13586396.0,kWh
Alamo Colleges District: Palo Alto College,Baccalaureate Colleges,TX,2023,6334.0,683037.0,0.0,2011,Total Purchased Electricity Consumption,13982164.0,kWh
Alamo Colleges District: Palo Alto College,Baccalaureate Colleges,TX,2023,6334.0,683037.0,0.0,2012,Total Purchased Electricity Consumption,11004829.0,kWh
Alamo Colleges District: Palo Alto College,Baccalaureate Colleges,TX,2023,6334.0,683037.0,0.0,2013,Total Purchased Electricity Consumption,10678842.0,kWh
Alamo Colleges District: Palo Alto College,Baccalaureate Colleges,TX,2023,6334.0,683037.0,0.0,2014,Total Purchased Electricity Consumption,9905576.0,kWh
Alamo Colleges District: Palo Alto College,Baccalaureate Colleges,TX,2023,6334.0,683037.0,0.0,2015,Total Purchased Electricity Consumption,9713327.0,kWh
Alamo Colleges District: Palo Alto College,Baccalaureate Colleges,TX,2023,6334.0,683037.0,0.0,2016,Total Purchased Electricity Consumption,10823431.0,kWh
Alamo Colleges District: Palo Alto College,Baccalaureate Colleges,TX,2023,6334.0,683037.0,0.0,2017,Total Purchased Electricity Consumption,12873993.0,kWh
Alamo Colleges District: Palo Alto College,Baccalaureate Colleges,TX,2023,6334.0,683037.0,0.0,2018,Total Purchased Electricity Consumption,12425040.0,kWh
Alamo Colleges District: Palo Alto College,Baccalaureate Colleges,TX,2023,6334.0,683037.0,0.0,2019,Total Purchased Electricity Consumption,11236481.0,kWh
Alamo Colleges District: Palo Alto College,Baccalaureate Colleges,TX,2023,6334.0,683037.0,0.0,2020,Total Purchased Electricity Consumption,9313340.0,kWh
Alamo Colleges District: Palo Alto College,Baccalaureate Colleges,TX,2023,6334.0,683037.0,0.0,2021,Total Purchased Electricity Consumption,7539351.0,kWh
Alamo Colleges District: Palo Alto College,Baccalaureate Colleges,TX,2023,6334.0,683037.0,0.0,2022,Total Purchased Electricity Consumption,8408727.0,kWh
Alamo Colleges District: Palo Alto College,Baccalaureate Colleges,TX,2023,6334.0,683037.0,0.0,2023,Total Purchased Electricity Consumption,10892223.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2009,Total Purchased Electricity Consumption,13848359.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2010,Total Purchased Electricity Consumption,14659612.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2011,Total Purchased Electricity Consumption,14695344.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2012,Total Purchased Electricity Consumption,14096539.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2013,Total Purchased Electricity Consumption,12961862.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2014,Total Purchased Electricity Consumption,12580093.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2014,Solar Retained,-281889.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2014,Solar Verification,1.0,
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2015,Total Purchased Electricity Consumption,11503224.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2015,Solar Retained,-321594.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2015,Solar Verification,1.0,
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2016,Total Purchased Electricity Consumption,10820766.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2016,Solar Retained,-318378.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2016,Solar Verification,1.0,
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2017,Total Purchased Electricity Consumption,11032076.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2017,Solar Retained,-315194.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2017,Solar Verification,1.0,
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2018,Total Purchased Electricity Consumption,11320822.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2018,Solar Retained,-312042.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2018,Solar Verification,1.0,
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2019,Total Purchased Electricity Consumption,10727736.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2019,Solar Retained,-308922.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2019,Solar Verification,1.0,
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2020,Total Purchased Electricity Consumption,10803039.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2020,Solar Sold,305833.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2020,Solar Verification,1.0,
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2021,Total Purchased Electricity Consumption,10260503.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2021,Solar Retained,-226.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2021,Solar Verification,1.0,
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2022,Total Purchased Electricity Consumption,13622218.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2022,Solar Retained,-253.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2022,Solar Verification,1.0,
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2023,Total Purchased Electricity Consumption,12554705.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2023,Solar Retained,-251.0,kWh
Alamo Colleges District: Northwest Vista College,Baccalaureate Colleges,TX,2023,10352.0,1097164.0,0.0,2023,Solar Verification,1.0,
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2009,Total Purchased Electricity Consumption,21054400.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2010,Total Purchased Electricity Consumption,19998964.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2011,Total Purchased Electricity Consumption,19580300.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2011,Solar Retained,-376763.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2011,Solar Verification,1.0,
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2012,Total Purchased Electricity Consumption,20184394.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2012,Solar Retained,-629196.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2012,Solar Verification,1.0,
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2013,Total Purchased Electricity Consumption,19249302.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2013,Solar Retained,-622904.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2013,Solar Verification,1.0,
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2014,Total Purchased Electricity Consumption,18575272.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2014,Solar Retained,-616675.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2014,Solar Verification,1.0,
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2015,Total Purchased Electricity Consumption,19922249.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2015,Solar Retained,-610508.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2015,Solar Verification,1.0,
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2016,Total Purchased Electricity Consumption,18947843.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2016,Solar Retained,-604403.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2016,Solar Verification,1.0,
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2017,Total Purchased Electricity Consumption,19483194.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2017,Solar Sold,598359.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2017,Solar Verification,1.0,
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2018,Total Purchased Electricity Consumption,19684531.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2018,Solar Sold,592376.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2018,Solar Verification,1.0,
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2019,Total Purchased Electricity Consumption,17791999.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2019,Solar Sold,586452.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2019,Solar Verification,1.0,
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2020,Total Purchased Electricity Consumption,16941622.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2020,Solar Sold,580587.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2020,Solar Retained,1.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2020,Solar Verification,1.0,
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2021,Total Purchased Electricity Consumption,17680393.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2021,Solar Retained,-219.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2021,Solar Verification,1.0,
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2022,Total Purchased Electricity Consumption,19137769.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2022,Solar Sold,569000.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2022,Solar Retained,34.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2022,Solar Verification,1.0,
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2023,Total Purchased Electricity Consumption,20378644.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2023,Solar Sold,563000.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2023,Solar Retained,343.0,kWh
Alamo Colleges District: St. Philip's College,Baccalaureate Colleges,TX,2023,7205.0,1462187.0,0.0,2023,Solar Verification,1.0,
Alamo Colleges District: Northeast Lakeview College,Baccalaureate Colleges,TX,2023,4418.0,454511.0,0.0,2009,Total Purchased Electricity Consumption,9163000.0,kWh
Alamo Colleges District: Northeast Lakeview College,Baccalaureate Colleges,TX,2023,4418.0,454511.0,0.0,2010,Total Purchased Electricity Consumption,12894000.0,kWh
Alamo Colleges District: Northeast Lakeview College,Baccalaureate Colleges,TX,2023,4418.0,454511.0,0.0,2011,Total Purchased Electricity Consumption,12712000.0,kWh
Alamo Colleges District: Northeast Lakeview College,Baccalaureate Colleges,TX,2023,4418.0,454511.0,0.0,2012,Total Purchased Electricity Consumption,11435165.0,kWh
Alamo Colleges District: Northeast Lakeview College,Baccalaureate Colleges,TX,2023,4418.0,454511.0,0.0,2013,Total Purchased Electricity Consumption,9298674.0,kWh
Alamo Colleges District: Northeast Lakeview College,Baccalaureate Colleges,TX,2023,4418.0,454511.0,0.0,2014,Total Purchased Electricity Consumption,8219236.0,kWh
Alamo Colleges District: Northeast Lakeview College,Baccalaureate Colleges,TX,2023,4418.0,454511.0,0.0,2015,Total Purchased Electricity Consumption,8999876.0,kWh
Alamo Colleges District: Northeast Lakeview College,Baccalaureate Colleges,TX,2023,4418.0,454511.0,0.0,2016,Total Purchased Electricity Consumption,8988420.0,kWh
Alamo Colleges District: Northeast Lakeview College,Baccalaureate Colleges,TX,2023,4418.0,454511.0,0.0,2017,Total Purchased Electricity Consumption,8744629.0,kWh
Alamo Colleges District: Northeast Lakeview College,Baccalaureate Colleges,TX,2023,4418.0,454511.0,0.0,2018,Total Purchased Electricity Consumption,8099298.0,kWh
Alamo Colleges District: Northeast Lakeview College,Baccalaureate Colleges,TX,2023,4418.0,454511.0,0.0,2019,Total Purchased Electricity Consumption,8253702.0,kWh
Alamo Colleges District: Northeast Lakeview College,Baccalaureate Colleges,TX,2023,4418.0,454511.0,0.0,2020,Total Purchased Electricity Consumption,7831913.0,kWh
Alamo Colleges District: Northeast Lakeview College,Baccalaureate Colleges,TX,2023,4418.0,454511.0,0.0,2021,Total Purchased Electricity Consumption,7667256.0,kWh
Alamo Colleges District: Northeast Lakeview College,Baccalaureate Colleges,TX,2023,4418.0,454511.0,0.0,2022,Total Purchased Electricity Consumption,9409515.0,kWh
Alamo Colleges District: Northeast Lakeview College,Baccalaureate Colleges,TX,2023,4418.0,454511.0,0.0,2023,Total Purchased Electricity Consumption,10983277.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2009,Total Purchased Electricity Consumption,23287955.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2010,Total Purchased Electricity Consumption,24547596.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2011,Total Purchased Electricity Consumption,23835804.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2012,Total Purchased Electricity Consumption,22316715.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2013,Total Purchased Electricity Consumption,20832392.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2014,Total Purchased Electricity Consumption,19557513.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2015,Total Purchased Electricity Consumption,21064336.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2015,Solar Retained,-69550.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2015,Solar Verification,1.0,
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2016,Total Purchased Electricity Consumption,19404308.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2016,Solar Retained,-86843.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2016,Solar Verification,1.0,
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2017,Total Purchased Electricity Consumption,18247831.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2017,Solar Retained,-86880.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2017,Solar Verification,1.0,
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2018,Total Purchased Electricity Consumption,18466008.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2018,Solar Retained,-97856.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2018,Solar Verification,1.0,
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2019,Total Purchased Electricity Consumption,18530385.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2019,Solar Retained,-96878.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2019,Solar Verification,1.0,
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2020,Total Purchased Electricity Consumption,17863509.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2020,Solar Retained,-95908.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2020,Solar Verification,1.0,
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2021,Total Purchased Electricity Consumption,16209363.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2021,Solar Retained,-11414.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2021,Solar Verification,1.0,
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2022,Total Purchased Electricity Consumption,18558804.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2022,Solar Retained,-12239.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2022,Solar Verification,1.0,
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2023,Total Purchased Electricity Consumption,20396403.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2023,Solar Retained,-34372.0,kWh
Alamo Colleges District: San Antonio College,Baccalaureate Colleges,TX,2023,11044.0,2277850.0,0.0,2023,Solar Verification,1.0,
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2007,Total Purchased Electricity Consumption,12524907.0,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2007,Competitive suppliers Purchased,1565613.0,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2007,Competitive suppliers Verification,2.0,
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2008,Total Purchased Electricity Consumption,13645951.0,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2008,Competitive suppliers Purchased,1950000.0,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2008,Competitive suppliers Verification,2.0,
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2009,Total Purchased Electricity Consumption,14860875.0,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2009,Competitive suppliers Purchased,1950000.0,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2009,Competitive suppliers Verification,2.0,
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2010,Total Purchased Electricity Consumption,15280763.0,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2010,Competitive suppliers Purchased,1950000.0,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2010,Competitive suppliers Verification,2.0,
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2011,Total Purchased Electricity Consumption,15112927.0,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2011,Solar Retained,33.0,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2011,Competitive suppliers Purchased,8863029.0,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2011,Competitive suppliers Verification,2.0,
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2012,Total Purchased Electricity Consumption,15314072.0,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2012,Solar Retained,1951.2,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2012,Competitive suppliers Purchased,15269474.0,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2012,Competitive suppliers Verification,2.0,
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2013,Total Purchased Electricity Consumption,15530831.0,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2013,Competitive suppliers Purchased,15515886.0,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2013,Competitive suppliers Verification,2.0,
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2014,Total Purchased Electricity Consumption,15494108.0,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2014,Solar Retained,5453.5,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2014,Competitive suppliers Purchased,15431616.0,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2014,Competitive suppliers Verification,2.0,
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2015,Total Purchased Electricity Consumption,15032751.0,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2015,Solar Retained,8800.5,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2015,Competitive suppliers Purchased,14975603.0,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2015,Competitive suppliers Verification,2.0,
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2016,Total Purchased Electricity Consumption,13846786.0,kWh
Allegheny College,Baccalaureate Colleges,PA,2020,1729.0,1451255.0,1.0,2016,Competitive suppliers Purchased,13846786.0,kWh
